Dockerfile,Component,Origin,License,Distributed by you?,Comments
Dockerfile-manager,dash==3.2.0,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,django-axes==8.0.0,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,djangorestframework==3.16.0,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,durationpy==0.10,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,exceptiongroup==1.3.0,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,executing==2.2.0,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,fastjsonschema==2.21.1,pypi,MIT,Y,imported
Dockerfile-manager,fonttools==4.59.0,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,jedi==0.19.2,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,jsonschema==4.25.0,pypi,MIT,Y,imported
Dockerfile-manager,jsonschema-specifications==2025.4.1,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,matplotlib-inline==0.1.7,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,narwhals==2.0.1,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,onvif-zeep==0.2.12,pypi,MIT,Y,imported in a utiliity script
Dockerfile-manager,open3d-cpu==0.19.0,pypi,MIT,Y,imported
Dockerfile-manager,opencv-python-headless==4.11.0.86,pypi,MIT,Y,imported
Dockerfile-manager,parso==0.8.4,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,pip==22.0.2,pypi,MIT,Y,used
Dockerfile-manager,platformdirs==4.3.8,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,plotly==6.2.0,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,pure_eval==0.2.3,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,pyparsing==3.2.3,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,pyquaternion==0.9.9,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,pytz==2025.2,pypi,MIT,Y,imported
Dockerfile-manager,PyYAML==6.0.2,pypi,MIT,Y,imported
Dockerfile-manager,referencing==0.36.2,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,rpds-py==0.26.0,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,setuptools==59.6.0,pypi,MIT,Y,imported
Dockerfile-manager,six==1.17.0,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,stack-data==0.6.3,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,trimesh==4.7.1,pypi,MIT,Y,imported
Dockerfile-manager,tzdata==2025.2,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,urllib3==2.5.0,pypi,MIT,Y,imported
Dockerfile-manager,wcwidth==0.2.13,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,wheel==0.37.1,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,zeep==4.3.1,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-manager,zipp==3.23.0,pypi,MIT,Y,indirect dependency. auto installed
Dockerfile-model-installer,pip==23.0.1,pypi,MIT,N,used
Dockerfile-model-installer,setuptools==66.1.1,pypi,MIT,N,indirect dependency. auto installed
Dockerfile-model-installer,wheel==0.38.4,pypi,MIT,N,indirect dependency. auto installed
Dockerfile-camcalibration,libicu70:amd64:70.1-2,Ubuntu,MIT and GPL-3.0,Y,indirect dependency automatically installed
Dockerfile-controller,libspatialite8t64:amd64:5.1.0-3build1,Ubuntu,MPL-1.1,Y,indirect dependency automatically installed
Dockerfile-camcalibration,ca-certificates:20240203~22.04.1,Ubuntu,MPL-2.0,Y,used during initialization
Dockerfile-controller,ca-certificates:20240203,Ubuntu,MPL-2.0,Y,used during initialization
Dockerfile-manager,ca-certificates:20240203~22.04.1,Ubuntu,MPL-2.0,Y,used during initialization
Dockerfile-manager,gecko driver,https://github.com/mozilla/geckodriver/releases,MPL-2.0,Y,imported
Dockerfile-secrets,ca-certificates:20240203~22.04.1,Ubuntu,MPL-2.0,N,used during initialization
Dockerfile-secrets,publicsuffix:20211207.1025-1,Ubuntu,MPL-2.0,N,indirect dependency automatically installed
Dockerfile-camcalibration,certifi==2025.8.3,pypi,MPL-2.0,Y,indirect dependency. auto installed
Dockerfile-camcalibration,tqdm==4.67.1,pypi,MPL-2.0,Y,imported
Dockerfile-controller,certifi==2025.8.3,pypi,MPL-2.0,Y,indirect dependency. auto installed
Dockerfile-controller,tqdm==4.67.1,pypi,MPL-2.0,Y,indirect dependency. auto installed
Dockerfile-manager,certifi==2025.8.3,pypi,MPL-2.0,Y,indirect dependency. auto installed
Dockerfile-manager,tqdm==4.67.1,pypi,MPL-2.0,Y,indirect dependency. auto installed
Dockerfile-controller,libldap2:amd64:2.6.7+dfsg-1~exp1ubuntu8.2,Ubuntu,OpenLDAP Public License,Y,indirect dependency automatically installed
